id,click,hour,C1,C2,C3,C4,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_os,device_make,device_model,device_type,device_conn_type,device_geo_country,C20,C21,C22,C23,C24
10021244018780485326,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,53815c47,6bc805a1,7e5068fc,d41d8cd9,15402d5a,9e304d4e,1f3870be,867e57bd,1,3,3d26b0b1,16967,320,50,1919,0,169,100109,17
1002172165580368383,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,9e006750,c31b3236,3d517f89,3e238c9b,1,0,ab6c0400,17037,320,50,1934,2,35,100034,16
10021726969166647860,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,197e342c,d41d8cd9,7e5068fc,c2282bf6,6dc8ddb5,c31b3236,fe546279,d41d8cd9,4,3,ad7532d5,11360,320,50,1179,3,559,-1,23
10021776121551006938,0,14100100,1005,1,91fd0528,9795d025,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,678018d3,c31b3236,3d517f89,dbe1af4c,1,0,13b5bfe9,428,320,50,117,0,175,100077,16
10021829574242391928,0,14100100,1005,0,eed5e1a9,1b2a3e65,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,cefb66dc,c31b3236,fe546279,ddca1e55,1,0,7efdfc94,8344,320,50,762,0,43,100032,48
10021940333574932621,0,14100100,1005,0,b8970be9,cca8cc18,688746e6,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,994b6f71,c31b3236,fe546279,5393f6bf,1,0,c12e01f2,4687,320,50,423,3,39,100148,32
10022038029901647833,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ad7d56b0,5671ef80,7e5068fc,d41d8cd9,64f64e70,c31b3236,3d517f89,a400f71d,1,0,b80bb774,10941,320,50,1120,0,35,-1,79
10022166331473036528,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,f1eebe0a,c31b3236,3d517f89,a400f71d,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
10022422251024158823,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,943cf060,c31b3236,fe546279,1c344a58,1,0,9830e1f8,17037,320,50,1934,2,35,-1,16
10022423649285606163,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ef6e6261,85262c2b,688746e6,61eda79e,29f53a69,c31b3236,fe546279,c7492d66,1,0,0b3b97fa,17017,320,50,1873,3,35,100199,23
10022445588895829434,1,14100100,1002,0,18825971,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,5e2208cc,82a24eb2,c31b3236,fe546279,d80d7e20,0,0,0b3b97fa,6251,320,50,534,2,295,-1,33
10022465321649114618,0,14100100,1005,0,58cb4eca,368627a8,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,a0e0b243,c31b3236,fe546279,46aa30a5,1,0,6864f389,16782,300,250,1879,2,291,-1,33
10022468605129819703,1,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,9cac86d5,85262c2b,7e5068fc,f751d1b6,034b81a6,c31b3236,75e9b18f,b117fbd5,1,2,9c049173,16838,320,50,1882,3,35,-1,13
10022508133984722023,1,14100100,1005,1,60ab002c,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,4cbdf5b7,c31b3236,750379b5,ffb03c88,1,0,3d26b0b1,17037,320,50,1934,2,35,100111,16
10022575510849248088,0,14100100,1005,1,2a42cbee,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,232c550c,c31b3236,fe546279,9addb187,1,0,dc634e20,16698,320,50,1875,2,291,-1,33
10022590850040446147,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c535fccc,c31b3236,f3c0fa6b,cd440a0c,1,0,21ad0bd8,17037,320,50,1934,2,35,-1,16
10022772365387372145,0,14100100,1005,0,c514baad,d948e6df,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,74d7cba4,c31b3236,4aab4dc9,d3346fc5,1,0,c12e01f2,16557,320,50,1850,2,303,100148,33
10022788591096226013,0,14100100,1002,0,788a425d,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,160bf079,4b31f45a,c31b3236,a608b9c4,2026dc08,0,0,13b5bfe9,428,320,50,117,0,175,100075,16
10022968544240489383,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,3a71bbec,85262c2b,7e5068fc,dde490b6,e326ca3a,c31b3236,fe546279,1c344a58,1,0,41256636,16688,320,50,1873,3,35,-1,23
10023113396620081091,0,14100100,1005,0,0c54f200,961d4ced,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,cb15c5e0,c31b3236,a608b9c4,d6b70ffc,1,0,235ec523,16686,320,50,1871,3,35,-1,23
10023144823943956854,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,d30e1f6b,c31b3236,3d517f89,a400f71d,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
10023173958904189927,0,14100100,1005,1,91fd0528,9795d025,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,678018d3,c31b3236,3d517f89,dbe1af4c,1,0,13b5bfe9,428,320,50,117,0,175,100077,16
10023223848035219444,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,8c028807,a0d4b359,688746e6,9bdc6698,0b95f01b,c31b3236,fe546279,309ff757,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
10023288934802768421,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c41829f3,c31b3236,3d517f89,3e238c9b,1,0,e22428cc,6291,320,50,536,2,303,-1,33
10023327615130557217,0,14100100,1002,0,d41d8cd9,d41d8cd9,d41d8cd9,bb155bee,d41d8cd9,d41d8cd9,2946ce4b,d8385b63,f339e4e4,27754523,5e2bab0e,0,0,3d26b0b1,9289,320,50,869,3,1199,100109,42
10023498101061172442,0,14100100,1005,1,e03fcd50,5ba818dd,49d2d84e,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,7ba6d9ff,c31b3236,a608b9c4,5dbea266,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
10023632053136522411,0,14100100,1005,0,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,cb8af535,c31b3236,fe546279,1c600dcb,1,0,6864f389,16785,320,50,1879,2,291,100106,33
10023766615890863900,1,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,ceef3d4d,c31b3236,fe546279,1c344a58,1,0,21ad0bd8,17037,320,50,1934,2,35,-1,16
1002378145957853261,0,14100100,1005,0,a70a17e5,9053076b,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,5152d6a9,c31b3236,3e4375a8,fb8752a6,1,0,13b5bfe9,16558,320,50,1850,2,303,-1,33
10023938249126582961,0,14100100,1002,0,d41d8cd9,d41d8cd9,d41d8cd9,828ba356,d41d8cd9,d41d8cd9,613dc1ae,e4b1db3a,c31b3236,fe546279,9aaa0138,0,0,161747ec,10199,320,50,991,3,174,100028,23
10024131102436575991,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,455e2771,c31b3236,fe546279,1c344a58,1,0,c12e01f2,17037,320,50,1934,2,35,100148,16
10024313920703487934,0,14100100,1005,1,855241a8,cfa1fd82,688746e6,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,33cf9904,c31b3236,a608b9c4,c4df9ce4,1,0,da984e42,15946,320,50,1754,3,1827,100130,46
10024491320345379251,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,8f3a4e93,5671ef80,7e5068fc,d41d8cd9,9d5f9af6,08145b8c,0c23a8bf,1024ef9a,1,0,3d26b0b1,16967,320,50,1919,0,169,100108,17
10024611018266562634,0,14100100,1005,1,fb5ff023,22cdf439,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,2dab5244,c31b3236,fe546279,0be8545f,1,0,0b3b97fa,16733,320,50,1876,2,291,100200,33
10024614246864334954,0,14100100,1005,0,2c6158c9,5bc57ff6,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,94b81778,2f3f71f2,36dfa7ba,697bed20,1,0,959848ca,14903,320,50,1622,3,175,100156,42
10024714893487856893,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,51a69f3b,d41d8cd9,7e5068fc,b4e90389,9b94a189,c31b3236,fe546279,d41d8cd9,4,2,eabb18f0,17008,320,50,1862,2,39,-1,23
10024779184750286462,0,14100100,1005,1,2a42cbee,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,00aa30fa,c31b3236,3d517f89,d06a9553,1,0,dc634e20,16698,320,50,1875,2,291,100021,33
10024825682820693108,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,a94ed4ef,c31b3236,a608b9c4,e72de902,1,0,e529a9ce,17037,320,50,1934,2,35,-1,16
10024909607287386588,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,ca0a10bb,c31b3236,3d517f89,3e238c9b,1,0,b787d22d,17037,320,50,1934,2,35,-1,16
10024930325569556599,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,09939442,c31b3236,f3c0fa6b,168c3ce9,1,0,35ea51ba,17037,320,50,1934,2,35,-1,16
10025080111482501270,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,aa55fc10,85262c2b,7e5068fc,143806db,e12deaf0,c31b3236,f3c0fa6b,2e9b7df2,1,0,c97b334f,17012,320,50,1871,3,35,-1,23
10025132416721844110,0,14100100,1005,0,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,a07b4185,c31b3236,0c23a8bf,a7a4ccc5,1,0,b80bb774,16744,320,50,1877,2,291,-1,33
10025169656443006137,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,3e123914,85262c2b,db4fcb5b,6981be75,956a75ae,c31b3236,fe546279,a5f9f807,1,2,00c66f1a,6303,320,50,538,3,39,-1,23
10025179659808148756,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,4cda7e75,c31b3236,3d517f89,a400f71d,1,0,0b3b97fa,16858,320,50,1887,3,39,-1,23
10025190822380698252,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c87c8ade,c31b3236,f3c0fa6b,22fd16ea,1,0,3da770cc,17037,320,50,1934,2,35,-1,16
10025246596579958032,0,14100100,1005,0,b8970be9,cca8cc18,688746e6,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,81358ad0,c31b3236,fe546279,890b76f8,1,2,c12e01f2,4687,320,50,423,3,39,100148,32
10025355079952131262,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ca1502d1,96b73ddc,db4fcb5b,d41d8cd9,427a14b2,c31b3236,75e9b18f,c60e8e79,1,0,3d26b0b1,16967,320,50,1919,0,169,100108,17
10025390446541540373,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,8297d6da,c31b3236,fe546279,1f501a69,1,0,c12e01f2,17037,320,50,1934,2,35,100148,16
10025450412888602956,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,9e481ff2,c31b3236,fe546279,1a2ad8bf,1,0,c08bba7a,17037,320,50,1934,2,35,100013,16
10025584034940247602,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,b1c850a1,c31b3236,fe546279,9addb187,1,0,3d26b0b1,17037,320,50,1934,2,35,100111,16
10025592587712779225,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,aa302242,85262c2b,688746e6,fa53bc32,a0bf6e4c,c31b3236,fe546279,08232917,1,0,d4579b26,16615,320,50,1863,3,39,-1,23
10025997107881735198,1,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,d65f84aa,78120ec9,7e5068fc,ec52ad2b,bbf6f08c,990c0803,0c23a8bf,bdae971f,1,0,0d149b90,16840,320,50,1883,0,1451,100094,17
10026007181522197686,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,cf651c5f,c31b3236,3d517f89,a400f71d,1,0,0b3b97fa,16858,320,50,1887,3,39,-1,23
10026032507252542458,0,14100100,1005,1,c8e571c1,fb089e2b,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,8d3a095f,c31b3236,3d517f89,d06a9553,1,0,13b5bfe9,428,320,50,117,0,175,-1,16
100262907925885045,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,8374fbd9,4f04e5f8,7e5068fc,d41d8cd9,0e3eecc0,c31b3236,fe546279,b44b5e7b,1,0,048685d9,16615,320,50,1863,3,39,-1,23
10026529728733776621,0,14100100,1005,1,f440e761,273fe91c,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,3f9fd270,c31b3236,026af9dc,011d2705,1,0,13b5bfe9,16039,320,50,1780,0,1705,100077,48
10026604176866460270,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c7957bb0,c31b3236,fe546279,44aebc79,1,0,19b19ffc,17037,320,50,1934,2,35,-1,16
10026911699042207065,0,14100100,1005,1,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,8ef4f4f2,c31b3236,fe546279,7a8bb168,1,0,b80bb774,16959,320,50,1916,2,39,100084,117
10027439901302010993,1,14100100,1002,0,f1cb1750,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,43131533,eba53da5,c31b3236,e4721cde,ff9beec1,0,0,13b5bfe9,17020,320,50,1921,3,47,100079,23
1002777756087958034,0,14100100,1005,1,2a42cbee,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,797087de,c31b3236,fe546279,e8ff4718,1,0,dc634e20,16698,320,50,1875,2,291,100019,33
1002792244616134960,0,14100100,1005,1,de28ac8c,034212b6,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,7f61c225,c31b3236,3d517f89,dbe1af4c,1,0,13b5bfe9,16071,320,50,1784,0,175,-1,95
1002793613723977893,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,53c8954c,c31b3236,f3c0fa6b,f130949e,1,0,0de7b6a6,6558,320,50,571,3,39,-1,32
10027945668068660181,0,14100100,1005,0,ce252063,a8de2506,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,70411c61,c31b3236,c1aafc7e,740d7ac7,1,0,1cd3c693,6561,320,50,572,3,39,-1,32
10028247631831056205,0,14100100,1005,1,d22451da,7c429b8a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,2e931b51,c31b3236,fe546279,2e8c1934,1,0,13b5bfe9,16208,320,50,1800,3,47,100074,23
10028248805969752678,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,9f59d4ef,c31b3236,fe546279,be7753be,1,0,c9089f3c,17015,320,50,1872,3,35,-1,23
1002832175128923325,0,14100100,1005,1,2a42cbee,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,ab284d2f,c31b3236,fe546279,e8ff4718,1,0,dc634e20,16708,320,50,1875,2,291,100019,33
10028466718939929270,0,14100100,1005,1,2a42cbee,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,f90b0fb8,c31b3236,fe546279,5fc7e102,1,0,dc634e20,16710,320,50,1875,2,291,-1,33
10028496520237822946,0,14100100,1005,0,70911d3e,1b2a3e65,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,55879a56,c31b3236,750379b5,9019be36,1,0,3d26b0b1,16967,320,50,1919,0,169,100108,17
10028573705681740699,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,aa55fc10,85262c2b,7e5068fc,85ed9a03,566db77c,c31b3236,7675eca5,bffed211,1,0,3d26b0b1,16686,320,50,1871,3,35,100111,23
10028749813868430350,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,acd5099a,c31b3236,3d517f89,d06a9553,1,0,c9089f3c,16687,320,50,1872,3,35,-1,23
10028838982859942609,0,14100100,1005,0,49615e68,a36ab35e,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,a2e172f2,c31b3236,fe546279,07341b98,1,0,0b3b97fa,16859,320,50,1887,3,39,100200,23
10029046561524244592,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,aa55fc10,85262c2b,7e5068fc,d41d8cd9,afb6b84d,c31b3236,c822c1b6,71e3580e,1,2,c97b334f,17013,320,50,1871,3,35,-1,23
10029207888122691354,1,14100100,1005,1,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,09f60e17,c31b3236,fe546279,1a528a4e,1,0,b80bb774,16959,320,50,1916,2,39,100084,117
10029252734363616492,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,041d11bb,c31b3236,fe546279,1f501a69,1,0,accc9105,17037,320,50,1934,2,35,-1,16
10029334476895717832,1,14100100,1002,0,18825971,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,18fafb96,82a24eb2,c31b3236,fe546279,d80d7e20,0,0,0b3b97fa,6263,320,50,534,2,295,-1,33
10029383496719593925,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,aa55fc10,85262c2b,7e5068fc,d41d8cd9,9481d38d,c31b3236,3d517f89,a400f71d,1,0,dc634e20,16995,320,50,1928,3,39,-1,23
10029489213734134216,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,8a5f9db3,c31b3236,fe546279,6f4eaee3,1,0,3d26b0b1,17037,320,50,1934,2,35,-1,16
10029730224247458872,0,14100100,1005,1,de28ac8c,034212b6,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,e1706499,c31b3236,fe546279,2e8c1934,1,0,13b5bfe9,16208,320,50,1800,3,47,100077,23
10029756505615441800,1,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,cf0bad9e,85262c2b,7e5068fc,02841903,647595ac,c31b3236,fe546279,1c344a58,1,0,aafb96b2,6632,320,50,580,3,39,-1,23
10029776028941360417,1,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,a77216ec,c31b3236,f3c0fa6b,da869f7c,1,0,3da770cc,17037,320,50,1934,2,35,-1,16
10029864496700205001,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,f36a51d8,85262c2b,7e5068fc,d3d6fc89,bf4a3ce6,c31b3236,fe546279,1099798a,1,0,c12e01f2,15396,320,50,1687,3,39,100148,23
1002996789069672740,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,4a3adf91,78120ec9,7e5068fc,03e950e4,3ee14ddc,990c0803,0c23a8bf,7e5bd365,1,0,3d26b0b1,16966,320,50,1919,0,169,100108,17
10029980725799228798,0,14100100,1002,0,0be51948,af7ae824,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,3c095f7d,c76cba51,c31b3236,0c23a8bf,5e2bab0e,0,0,13b5bfe9,10198,320,50,991,3,174,100079,23
10030049763645654426,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,58eb308d,85262c2b,db4fcb5b,01a3db30,aba37f05,c31b3236,fe546279,e95605bc,1,3,c97b334f,1269,320,50,196,3,303,-1,15
10030085376987913133,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,729e46c3,c31b3236,fe546279,13c895be,1,0,6865aeb3,17037,320,50,1934,2,35,-1,16
10030157500984746138,1,14100100,1005,0,b8970be9,cca8cc18,688746e6,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,161303d2,c31b3236,e4721cde,2871a030,1,0,b80bb774,10947,320,50,1120,0,35,-1,79
10030179039197407561,0,14100100,1005,0,3c7a209e,368627a8,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,52018fda,c31b3236,fe546279,7a8bb168,1,0,b80bb774,16958,300,250,1916,2,39,-1,117
10030203768187766048,0,14100100,1005,1,b01fd8c0,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d5e862d3,2f3f71f2,36dfa7ba,7147e115,1,0,959848ca,14915,320,50,1623,3,175,100156,42
10030606915491368875,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,204456fa,f156d5b5,7e5068fc,ed19572a,08fc752b,c31b3236,fe546279,29cebc01,1,0,26403ec6,6561,320,50,572,3,39,-1,32
10030617382991742910,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,4cda7e75,c31b3236,3d517f89,a400f71d,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
10030710437893724769,0,14100100,1005,0,96e4556b,5bc57ff6,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,ae997649,c31b3236,a608b9c4,2b6dfc2e,1,0,39b9df3a,16563,320,50,1850,2,303,-1,33
10030755051673341392,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,197e342c,d41d8cd9,7e5068fc,86982e98,8817af4a,c31b3236,fe546279,d41d8cd9,4,2,dc634e20,15550,320,50,1698,3,35,-1,111
100307752660150681,0,14100100,1005,0,70911d3e,1b2a3e65,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,55879a56,c31b3236,750379b5,9019be36,1,0,3d26b0b1,16967,320,50,1919,0,169,100108,17
10030839043299120994,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c41829f3,c31b3236,3d517f89,3e238c9b,1,0,e22428cc,6280,320,50,536,2,303,-1,33
10030969667814023397,1,14100100,1002,0,d41d8cd9,d41d8cd9,d41d8cd9,c289ca97,d41d8cd9,d41d8cd9,49cc5ef7,9eaea5fa,c31b3236,c822c1b6,b925fea5,0,0,161747ec,10199,320,50,991,3,174,-1,23
10031028306276506265,0,14100100,1005,1,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c1b8122b,c31b3236,fe546279,c76b57cf,1,2,b80bb774,16959,320,50,1916,2,39,-1,117
10031247299121913806,0,14100100,1005,1,286c820c,a9f7f3d1,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,aa8f2993,c31b3236,fe546279,9dd9464e,1,0,0b3b97fa,16719,320,50,1876,2,291,-1,33
10031288633769729481,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ae532554,85262c2b,7e5068fc,d41d8cd9,7ec07cd9,c31b3236,fe546279,943a17aa,1,0,dcf0d7d2,16989,320,50,1926,3,35,-1,13
10031331785365856589,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,b7f7a69e,85262c2b,7e5068fc,d41d8cd9,32006057,c31b3236,211499b2,d41d8cd9,1,2,b80bb774,16958,300,250,1916,2,39,100084,117
10031338414452809557,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ee5cd78b,85262c2b,688746e6,ffd73cfd,6ae325b8,c31b3236,75e9b18f,b117fbd5,1,2,e728b477,1278,320,50,196,3,303,-1,15
10031804399569736165,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,9f59d4ef,c31b3236,fe546279,be7753be,1,0,c9089f3c,17014,320,50,1872,3,35,-1,23
10031883136217818076,0,14100100,1002,0,de767048,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,0f0d4bf5,ce1682ee,c31b3236,026af9dc,1642cd39,0,0,cf3fc916,487,320,50,110,2,35,-1,16
10031976349314253508,1,14100100,1005,0,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,a8a728b5,c31b3236,fe546279,5e04d015,1,0,b80bb774,16959,320,50,1916,2,39,100084,117
10032089789421847821,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,53815c47,6bc805a1,7e5068fc,d41d8cd9,15579080,9e304d4e,1f3870be,867e57bd,1,3,3d26b0b1,16966,320,50,1919,0,169,100109,17
10032196213701690056,0,14100100,1005,0,96e4556b,5bc57ff6,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d891e7c6,c31b3236,3d517f89,3e238c9b,1,0,5e9c52c6,487,320,50,110,2,35,-1,16
10032198728081901369,1,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,fa41109a,c31b3236,f3c0fa6b,f130949e,1,0,5e08be98,17037,320,50,1934,2,35,-1,16
10032299418027145967,0,14100100,1005,0,0c54586d,09d97421,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,ca9f6748,c31b3236,750379b5,3659ced9,1,0,1cd3c693,6561,320,50,572,3,39,-1,32
10032456605985649049,0,14100100,1005,0,b8970be9,cca8cc18,688746e6,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,6426dacf,c31b3236,fe546279,3fba06dc,1,0,c12e01f2,4687,320,50,423,3,39,100148,32
10032536650504008920,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,69bca467,c31b3236,fe546279,43b215ae,1,0,ab6c0400,17037,320,50,1934,2,35,-1,16
100328024506429122,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,121e5b0c,c31b3236,c1aafc7e,e35c0b70,1,0,6e9cf3ee,16687,320,50,1872,3,35,-1,23
10032833174248901103,0,14100100,1005,0,3f88b6d1,1bdb9017,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,7e4a6f55,c31b3236,fe546279,d6f93594,1,0,13b5bfe9,8769,320,50,803,0,167,100077,16
